user,followers_count,friends_count,retweet_count,favorite_count,text
techsneakers,754,1008,4,0,"RT @next_china: Millions of people in Hong Kong are refusing to get vaccinated, fueled by a near breakdown of communication between the gov…"
next_china,59757,90,4,15,"Millions of people in Hong Kong are refusing to get vaccinated, fueled by a near breakdown of communication between… https://t.co/PNSkuaeg2x"
DrDOwens,10,15,1,0,"RT @otandp: In this month’s #podcast episode, Dr. David Owens and Professor Ben Cowling discuss the recent cases involving variants of conc…"
NineDragons2,389,143,0,1,"Vaccine progress:
Looking at the progress in the countries with the most known #COVID19 cases, plus Hong Kong &amp; Chi… https://t.co/jE8YuC84p1"
SamGellman,3385,809,0,2,"@nickm4rro @K_krazy_xoxo This.  

It isn't really a case of masks vs. vaccine.  It's a case of masks + three week q… https://t.co/CcsyjiDdva"
HkVoyage,41,162,0,0,"@GeorgeTakei As someone who lived in Hong Kong during SARS, there was big difference… there was no vaccine available."
waldron_pj,1404,3396,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
ThePerceptor,840,4845,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
MariaelinorMd,369,987,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
angelaananan,111,717,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
AndrewPDuncan2,298,2287,4,0,RT @Diplomat_APAC: Hong Kong is one of the easiest places in the world to get a vaccine and access to public health services. Unless you’re…
john1966olsen,2555,5001,4,0,RT @Diplomat_APAC: Hong Kong is one of the easiest places in the world to get a vaccine and access to public health services. Unless you’re…
Diplomat_APAC,179210,845,4,5,Hong Kong is one of the easiest places in the world to get a vaccine and access to public health services. Unless y… https://t.co/QWuxAzKuO1
club_gut,220,375,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
Lexx82,1185,1381,13,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/I4cClxTcGd"
deefiance_,82,419,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
mrsnobo66869328,14,206,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
rubic3n,291,965,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
LgSOS,40943,18246,0,2,@fitterhappierAJ check this out! https://t.co/FAB4fBOk6Z
pepe111T,624,1721,6,0,RT @Undergroundsar3: Um humm... fancy that.  Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vac…
goobsagong,2,22,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
IlchevLazar,375,5001,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
Parsifaler,4249,1045,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
DCGreenZone1,927,5000,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
AlbertMylesAM,2969,4770,0,0,HKU Finds Mutant Strain That May Shed Light On Virus Vaccine | Hong Kong | China Daily https://t.co/Oc3LxR2Hkx
VolleyWolleyy,56,210,2,0,RT @george_chen: Glad we can partner with health authorities around the world (incl. Hong Kong 🇭🇰) to add some art and creativity to the im…
chow_global,307,4998,0,0,"@goldencaskcap In Hong Kong anyone can basically get the Pfizer vaccine, but the general uptake is low"
katerinareports,6384,3354,1,4,"As of yesterday, France, Italy and Hong Kong are still trailing the ""rich world"" average of having administered at… https://t.co/JjMPK8LvHT"
sunyall,251,824,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
MaxFassbrause,1263,3340,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
YoukoskvArt,259,497,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
TrutherCovid,51,328,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
georginechikchi,1562,1520,0,0,@joelflynn @JoyceLauNews @ProfLizJackson @HKU_SPH @hkumed @CUHKMedicine Just came across this article which explain… https://t.co/dWmzFifD07
JuliaQuets,947,1234,6,0,RT @Undergroundsar3: Um humm... fancy that.  Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vac…
leominkus,246,301,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
TenmilSokhet,5,31,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
Jackson66965241,86,357,1,0,"RT @VamosNadalClay: @rthk_enews dear expats, try to understand what's really happening in HK before you lecture HKer &amp; the medical staff
yo…"
_hoeman,1225,1480,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
ReveillonV,229,226,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
RinoRooter,4351,4733,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
Smackenziekerr,1564,2669,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
Harvard2H,1892,816,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
152aqtnQIX2SeO4,297,389,292,0,"RT @Quicktake: “We don't police people. We entertain.”

Some Hong Kong restaurants are struggling to follow a government drive meant to boo…"
FrancescoEsp33,129,140,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
marycinta,300,569,30,0,RT @BillyBostickson: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine https://t.co/8l3QA3…
BillyBostickson,4933,2553,30,66,Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine… https://t.co/z9zlWA8IkM
Undergroundsar3,1383,2259,6,23,Um humm... fancy that.  Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated… https://t.co/K4TJ9oLNju
VamosNadalClay,1328,966,0,0,"@alokjainhk do you know why there's hesitancy? 
how is this deplorable? 

https://t.co/jHtQtQeStZ"
VivienneChow,129156,3084,0,9,Excellent thread on the vast different takes on #COVID19 vaccine btw local residents and expats in Hong Kong. https://t.co/0IAXqJPXTq
spacelabtongs,1153,1698,4,0,RT @bobbiharlow: At least one person furious over vaccine hesitancy complained about masks last year. I avoid Hong Kong neighborhoods with…
VamosNadalClay,1328,966,1,6,"@rthk_enews dear expats, try to understand what's really happening in HK before you lecture HKer &amp; the medical staf… https://t.co/OexkSxQvkH"
mama_crypto,1344,1774,13,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/I4cClxTcGd"
ChefMiew,151,383,0,0,"@hkkbfighter I wasn't aware that people were taking the AZ vaccine in Hong Kong. 

I'm trying to understand your fe… https://t.co/Qqv5TeyEAx"
GraffitiExpert,956,855,0,0,"Singapore was to host Shangri-La Dialogue, WEF, and open Hong Kong ""travel bubble"" -&gt; https://t.co/I8aibdQgMF… https://t.co/VyGXmn1ePu"
maberrie,459,346,13,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/I4cClxTcGd"
maura_fionn,163,657,13,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/I4cClxTcGd"
hagiwararyu11,335,26,0,0,TIMEさんからRT:　Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?… https://t.co/fIjb5DgKi0
eztango,39,9,0,0,https://t.co/8hmXXQD8IE (LV.11) Hong Kong Is Testing a Vaccine Passport — Will It Work? | Time https://t.co/RfaSOouH9z
Balloon1aaa,432,252,13,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/I4cClxTcGd"
MelissaGecolea,1418,269,0,1,"Fully vaccinated with #pfizerbiontech!
#vaccine #2ndjab #covid19 @ Hong Kong https://t.co/fiOyDe1RvW"
macgyver_p,1769,4960,0,0,@TIME If Hong Kong is getting vaccine passports the rest of the world needs them to so we know who has taken the vaccines worldwide.
Aardbeitart,206,554,13,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/I4cClxTcGd"
rosenfieldclar1,648,5000,13,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/I4cClxTcGd"
MaxNilmar26,732,951,13,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/I4cClxTcGd"
ZamirGotta,9966,3741,0,3,Hood news for drinkers Hong Kong Is Testing a Vaccine Passport — Will It Work? | Time https://t.co/5MudD0wHUo
yohanbonnet,2435,3879,13,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/I4cClxTcGd"
weedeeblue,631,1316,13,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/I4cClxTcGd"
JLC08027497,17,504,13,0,"RT @TIME: Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/I4cClxTcGd"
TIME,18170377,505,13,90,"Hong Kong is testing out a vaccine passport for bars. Will it boost lackluster vaccination rates?
https://t.co/I4cClxTcGd"
LuzanoB,18300,15006,0,0,"Coronavirus: ‘vaccine bubble’ incentives aren’t enough, Hong Kong must get creative to dispel rum... https://t.co/oAhIKlLtxo via @yahooph"
china_cent,975,833,0,8,@AngelicaOung Taiwan could have avoided this by buying the Pfizer vaccine. But because Pfizer gave the rights to pr… https://t.co/e8s41mIB0N
easyjanjansen,37066,31927,2,0,RT @Network_Easy: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine - Macau Business: Inte…
Easy_Branches,51705,44964,2,0,RT @Network_Easy: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine - Macau Business: Inte…
Network_Easy,19968,15526,2,0,Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine - Macau Business… https://t.co/KprQDsCNh0
easyjanjansen,37066,31927,2,0,RT @Network_Easy: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine - Macau Business: Inte…
Easy_Branches,51705,44964,2,0,RT @Network_Easy: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine - Macau Business: Inte…
Network_Easy,19968,15526,2,0,Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine - Macau Business… https://t.co/x0UK9A7OdQ
easyjanjansen,37066,31927,2,0,RT @Network_Easy: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine - Macau Business: Inte…
Easy_Branches,51705,44964,2,0,RT @Network_Easy: Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine - Macau Business: Inte…
Network_Easy,19968,15526,2,0,Hong Kong researchers find early COVID-19 mutant strain with characteristics of attenuated vaccine - Macau Business… https://t.co/VpbAy6CrZ4
yennikwok,15631,1845,1,0,RT @primroseriordan: Hong Kong’s Hospital Authority says less than a third of its full time workers had had a Covid-19 jab amid high vaccin…
primroseriordan,14933,8080,1,1,Hong Kong’s Hospital Authority says less than a third of its full time workers had had a Covid-19 jab amid high vac… https://t.co/E5r8A1wJXo
3rdcultureblah,231,286,1,0,RT @baconmashwbs: @Alex64015603 @justky1839 @tripperhead The lack of vaccine in India is a separate problem from vaccine hesitancy in Hong…
baconmashwbs,479,897,1,12,@Alex64015603 @justky1839 @tripperhead The lack of vaccine in India is a separate problem from vaccine hesitancy in… https://t.co/OojxE8D0F8
ArbuthnotBond,35,88,0,1,Only 17% of Hong Kong has one jab... and vaccine supply is not the problem. https://t.co/lbtTlGCE9F
NineDragons2,389,143,0,0,"Vaccine progress:
Looking at the progress in the countries with the most known #COVID19 cases, plus Hong Kong &amp; Chi… https://t.co/xgdBDUMwkb"
hkterrified,797,1614,4,0,RT @bobbiharlow: At least one person furious over vaccine hesitancy complained about masks last year. I avoid Hong Kong neighborhoods with…
Diplomat_APAC,179210,845,1,5,Hong Kong is one of the easiest places in the world to get a vaccine and access to public health services. Unless y… https://t.co/RMT33h0cnD
wanderer_jasnah,1992,749,4,0,RT @bobbiharlow: At least one person furious over vaccine hesitancy complained about masks last year. I avoid Hong Kong neighborhoods with…
bobbiharlow,1539,2336,4,63,At least one person furious over vaccine hesitancy complained about masks last year. I avoid Hong Kong neighborhood… https://t.co/RlePz5aqjA
Cadeyrnn,1174,1462,20,0,"RT @vicciho: If you want vaccine-hesitant folks in Hong Kong to reconsider, maybe those white expats can stop snarking on twitter and talk…"
joelrsomething,171,1291,0,1,@jsparkblog I still plan to wear my mask even after I have had the vaccine and I'm not in America. I was in Hong Ko… https://t.co/dvlAZKdUbw
WasiSumra,359,733,6,0,"RT @SCMPHongKong: Coronavirus: ‘vaccine bubble’ incentives aren’t enough, Hong Kong must get creative to dispel rumours, share facts about…"
CGurzil,1,21,0,0,"@yenatweet There is also major vaccine hesitancy in Asia. In Hong Kong for example, they have no idea what to do to… https://t.co/tfgwLlJAE2"
hkdemonow,21712,3934,6,0,"RT @tripperhead: Another 740,000 doses of BioNTech/Comirnaty vaccine arrived in Hong Kong today.

Latest batch also comes from the Baxter p…"
manjuicecom1,206,342,19,0,"RT @business: ""They think there's some kind of hidden agenda.""

Millions of people are refusing free #Covid19 shots in Hong Kong, partly du…"
Kafka60613837,1039,2831,59,0,RT @iainmarlow: It's super easy for anyone over 16 to get a free Covid-19 vaccine in Hong Kong. So why are so few actually doing it? @felix…
