user,followers_count,friends_count,retweet_count,favorite_count,text
MonteAset,35,112,6,0,RT @1eternalsage: The US clearly supports genocide as evidenced with this experimental vaccine and support of Israel
KnowledgeAcqui1,65,186,0,1,"@andy91125 @CorveseMichael @Golden_Pup Too many 'experts' have 100% confidence.  Look at Israel, for example.  

Th… https://t.co/SLGvz0YPZw"
DustinHammond14,1729,4862,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Alamgir62995943,399,821,18,0,"RT @kha9_94: Israel needs another dose of that vaccine!
#PakistanstandswithPalestine https://t.co/oHQ2p21oAa"
seyyedqutb,253,553,77,0,RT @danyaqato: What do the apologists for Israel's racist vaccine rollout have to say? We asked you then and will ask you now: why did you…
MandysTake,1889,1847,5,0,"RT @Ireland2020: @SherryBellamy14 @JeanmarcBenoit If the findings by IPC are genuine, then Pfizer vaccine is linked to more deaths in Israe…"
leftyvegan,1437,1176,0,5,@ggreenwald @adamndsmith @morningmika @maddow Israel and the UK both continue to have indoor mask mandates for ever… https://t.co/LHf6JEgeTA
CGWJS54139911,1475,1622,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
JanetWa94118686,33,141,0,1,"Beltway Insider: Biden V-C Day, CDC, COVID/Vaccine Totals, Israel/Hamas, Colonial Pipeline. NYC https://t.co/o5DCQZPRiu"
husainaryf,6723,671,13,0,RT @Thimarafushi: Israel ge vaccine beynun kuraane Dhivehin neh noolheyne.. Israel ge vaccine Dhivehin beynun nukurumah govaalan.
a53246452323,10,53,0,2,"@EricTopol @slsatel Hi Dr. Topol, I cannot remember if you covered this new data from Israel yesterday.  They found… https://t.co/TkGqhSYXa6"
PiffieL,399,740,6,0,RT @1eternalsage: The US clearly supports genocide as evidenced with this experimental vaccine and support of Israel
Calif011,3,51,0,0,"@JaniceDean So many reasons come to mind; $5 gas prices, war in Israel, open border, vaccine w a micro chip, violen… https://t.co/hMMVkUctNF"
Devendr79631325,830,778,5,0,RT @divyaarorafd1: Israel Dega 30 Crore  Vaccine.
InteriorFoliage,125,128,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
mrmarkshorter,111,216,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
zinmaraajje,173,195,13,0,RT @Thimarafushi: Israel ge vaccine beynun kuraane Dhivehin neh noolheyne.. Israel ge vaccine Dhivehin beynun nukurumah govaalan.
JGO730,372,628,6,0,RT @1eternalsage: The US clearly supports genocide as evidenced with this experimental vaccine and support of Israel
117vols4life,202,399,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
MamaKMK68,323,542,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
NhatLamTon1,1,191,0,0,"Palestine is #stupid_terrorism
President #JoeBiden, i hope you understand #ISRAEL is very important with USA.
Liste… https://t.co/QOR9Fn7sps"
aarmitage21,376,217,14,0,RT @Reese777Rising: 5/ The Israeli People Committee said of the Pfizer shot: There has never been a vaccine that has harmed as many people.…
_ShotaManDown,3251,2042,1,0,"RT @FloraBe24713480: Back in Feb a Jewish friend of mine, living in Israel, and a regular poster on FB, had the Pfizer vaccine then joked a…"
Emil74212547,4,40,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
convsys,1041,595,0,1,"@sasbongo The Pfizer/BioNTech vaccine works!
Israel
    Pfizer ✔️
Seychelles
    Sinopharm❌"
Vleermuissnacks,70,207,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
mazzenilsson,3597,4989,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
JohnnyGK4,47,59,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
1eternalsage,2297,452,6,18,The US clearly supports genocide as evidenced with this experimental vaccine and support of Israel
Thimarafushi,40562,1160,13,50,Israel ge vaccine beynun kuraane Dhivehin neh noolheyne.. Israel ge vaccine Dhivehin beynun nukurumah govaalan.
KristenRemaro,171,540,0,0,@Anon7320472 @Noahpinion Instead of looking at one case of a 81 year old man in very bad health maybe look to a ENT… https://t.co/vPSAcaLEl6
DavidKhoury7,1077,892,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
helmets_the,1520,2393,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
3lildoodlebugs,77,192,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
DonWestley1,1159,1864,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
ladacyn,532,1239,83,0,"RT @TheLancet: NEW @TheLancet issue—On the cover, Impact and effectiveness of mRNA BNT162b2 #vaccine against #SARS-CoV-2 infections and #CO…"
Laface88,156,302,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Bitcoinomics101,193,940,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Pammieoz,3609,5001,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
annieone3,1474,1460,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
__DEAD_MAN,7,6,0,0,"Ek to bencho sab chor k ja r h

Pta nhi is corona ko kya aashiqui ho gyi h humse 

Bhai hum tere layak nahi tu bhi… https://t.co/jQvwFJlZrH"
itsutsunokata,22,166,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
yuka_chocoru,241,379,14,0,RT @Reese777Rising: 5/ The Israeli People Committee said of the Pfizer shot: There has never been a vaccine that has harmed as many people.…
Abidsaeed76,924,1507,18,0,"RT @kha9_94: Israel needs another dose of that vaccine!
#PakistanstandswithPalestine https://t.co/oHQ2p21oAa"
JRTG13,253,461,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
23novembro81_19,459,565,8871,0,"RT @Jim_Jordan: Joe Biden’s presidency so far:

-Gas crisis
-Border crisis
-Closed schools
-Inflation rising 
-Israel under attack
-Crime u…"
K_JOE_,1398,4388,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Illegal44088633,1,17,0,0,Biggest scam happening in this entire world. Do not take vaccine it will destroy your genes. And do you have any of… https://t.co/e6abRnX0c6
ohpuleeze,235,522,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Jxn2333,44,566,0,0,"@LaRoccaGoPo @latimes https://t.co/eY0xb6wai6

Yes, the vaccines prevent transmission which is why vaccinated peopl… https://t.co/1C78cyYST0"
NLAvGeek,202,174,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
RF_HFC,11217,1000,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
burntcebolla,68,424,0,0,"Israel is killing children, bombing vaccine sites, and blowing up buildings housing the media. Biden wants them to… https://t.co/lTSGiVmNP4"
MarkChangizi,19277,773,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
arjunmody01,2330,1508,0,0,"@shabda True. If they are really serious abt vaccine procurement, they shud go the Israel way. Need to understand, beggars cant be choosers."
Trina59760008,26,336,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Silverfox1949xx,989,100,3,8,"@KirstieMAllsopp refusenik
/rɪˈfjuːznɪk/

noun
11. 
a person in the former Soviet Union who was refused permission… https://t.co/BJDkcR5BKI"
beejanin,17,253,44,0,"RT @DrTonyLeachon: Vaccine hesitancy is affected by the brand and quality of the vaccines. @sarchavez 

Quality vaccine. This must be the t…"
JayDugger,484,481,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Paulcalvaruso,71,250,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
GoddamnZollman,275,1598,0,0,"If you criticize Israel too much the Pfizer vaccine mutates you into a Sebastian Gorka zioboomer person.
They stole… https://t.co/JWlXie2do0"
eedi27,3,40,0,0,"@SahetiyaHarshal @Asthakohli @TinaGurnaney European country?
European country bola ha maine?
USA NE 85% LOGON KO KR… https://t.co/JF6hycpkqc"
JefBrads,866,1119,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
enfrancamps,99,704,0,0,"Between its vaccine hoarding and its unwavering support for Israel’s abuses, let alone four years of T, I would be… https://t.co/e4nsIgsoP3"
elch1010,1,20,0,0,@ramish90871438 I hope you don’t use neither facebook nor Instagram... those are belonging to Jews who support Isra… https://t.co/eXTWbZlSpM
Cuchulainn_32,220,640,4,0,"RT @speropatria: LIFE-21 is a videogame.

To advance to the next level you have to find all the easter eggs. Most of them are:

1) Be anti-…"
JoBethGriffin1,310,430,0,1,@cbouzy Don't think so- In Israel the numbers dropped dramatically and stayed down -when 60% of people had one shot… https://t.co/BYp1E7NC4l
LpoZero,531,1045,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
PatrickDanielou,1233,1503,0,0,"@DHenrimont @Francois_Cherix Israël 9 millions d habitants.
On a vacciné le double de population pendant la même pé… https://t.co/3h3rJ9pe9S"
HendrikDeRyke,2450,202,0,1,The same crowd that fooled the world once just dusted off. resurrected and recycled the same strategy with Covid an… https://t.co/Opdo5hi1AK
Springzmom,1894,3790,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Dorry11262569,117,81,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
hmmworldview,25,1,0,0,hmm #vaccine #vaccinated #abortion #government #covid #court #police #israel #continue #health https://t.co/ONoJEL7Kh3
MaurilioVitto,14179,11875,506,0,"RT @spectatorindex: COVID-19 vaccine doses given per 100 people.

Israel: 121
UAE: 115
Chile: 86
UK: 82
US: 80
Germany: 47
Canada: 47
Spain…"
KateYasmina,56,81,0,0,@doppel_hans @RonfortHelene Le Luxembourg n’est pas la France !ils ont vacciné à AZ qui est moins efficace sur le v… https://t.co/u5Z3x5KdxR
RickSamimi,1541,658,506,0,"RT @spectatorindex: COVID-19 vaccine doses given per 100 people.

Israel: 121
UAE: 115
Chile: 86
UK: 82
US: 80
Germany: 47
Canada: 47
Spain…"
TheDaleJackson,9867,1686,1,0,"RT @yhn: The end of the legislative session is here, a few Alabama Democrats hate Israel, CDC vaccine guidance is not as confusing as peopl…"
TruthMattersToo,66,161,0,1,@ClareCraigPath Israel had mRNA vaccine &amp; different climate. Florida &amp; Texas both huge areas &amp; far from lacking neg… https://t.co/fxSz5L1lzv
yhn,17617,329,1,1,"The end of the legislative session is here, a few Alabama Democrats hate Israel, CDC vaccine guidance is not as con… https://t.co/CT7TrcfHM5"
judyfree10,2942,424,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
Fuckyou92411808,2,652,0,0,"What the markets know before the media tell us:

https://t.co/F4mkZN7pnj"
Ireland2020,3515,908,0,0,@BernJock https://t.co/EfqjaqAlxd
Sukhera333,20,47,0,1,"#IsraelStopPlayingVictim #israel #غزة_تنتصر_للقدس #FreePalestine #GazaUnderAttackk #Hamas #StopTheAttacks 
israel n… https://t.co/XjRwUi2EyS"
rkd993,1644,2792,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
ronaldindr,220,141,0,1,@risinggj @Samuel81861799 @sarashitweets @Gam3rs4Life @dinlights @ACTBrigitte Aww no thanks we are good here.I don'… https://t.co/ploleeuIFS
salescubadiver,265,1151,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
mail3n1,193,1194,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
trackntracer,620,3,10,0,"RT @jonlevyBU: Israel: We will implement a digital COVID-19 vaccine passport system.

UK: Our vaccine passport will be built on our NHS app…"
ppiixx,1107,4981,10,0,"RT @jonlevyBU: Israel: We will implement a digital COVID-19 vaccine passport system.

UK: Our vaccine passport will be built on our NHS app…"
mallery_rgm7,3,15,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
BenefitVBurden,2869,5002,0,0,Israel examines myocarditis linked to Pfizer-BioNTech Covid-19 vaccine https://t.co/oRyTQyWpql
Sharmil72498792,49,134,12,0,RT @sitikasim: I like when I see the people who need antibodo vaccine appeared on my thread concerning Israel and Palestine conflict... wat…
davidr8203,1267,1268,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
andrewc48512109,566,932,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
KayteAndersen,322,307,182,0,RT @AlbertBourla: New real-world data from @Israel—a country with a population approx. 35 times less than the US—suggest that their vaccina…
pieceofabanana,23,117,0,0,@NuanceBro @IamSean90 Watching Nuancebro oppose other youtubers on everything from the vaccine to Israel is my favorite pastime
jodywohlenhaus,147,500,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
niktzwyczajny,15,69,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
YSFKHLIL,2545,64,195,0,"RT @LisaDaftari: Remember this?

""Cash-strapped"" Palestinians can't afford Covid vaccine...

But their leadership can afford thousands of m…"
nanqprof,90,638,0,0,@CherylRofer Yep- current variants evolved against infection-borne immunity and can’t easily overcome vaccine-induc… https://t.co/srFqq5d9pt
Gibbitsix,498,827,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
zounaberry,709,609,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
JanezDren,64,57,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
SharingUbuntu,1566,1567,42,0,RT @suhayllo: Very fascinating that vaccine advocates and health equity folks refuse to implicate Israel’s vaccine apartheid against Palest…
syedirfanali78,227,339,18,0,"RT @kha9_94: Israel needs another dose of that vaccine!
#PakistanstandswithPalestine https://t.co/oHQ2p21oAa"
zoranhudak,1076,2552,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
BwsRadio,44,126,0,0,"Vaccine refusers will be kept to ‘supermarkets, pharmacies’ when Israel opens up https://t.co/Iw2yJ4ML1T via @timesofisrael"
JamesBr27042355,161,668,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
sreetdog10,1556,2206,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
maker_eu,1,5,6,0,RT @Jerusalem_Post: .@pfizer contradicts claims made by @netanyahu  during the election campaign about research and development centers in…
Yadah21,1145,2777,0,0,@mehdirhasan @JoseEst21459540 They refused the free offer of vaccination from #Israel  then blame Jewish Israel for… https://t.co/R0Crkj8D9s
toojf,344,758,6,0,RT @SaraHaboubi1: https://t.co/slLMoYuEbB
dg_phelps,1728,2662,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Rana_Ar,8973,8985,18,0,"RT @kha9_94: Israel needs another dose of that vaccine!
#PakistanstandswithPalestine https://t.co/oHQ2p21oAa"
JewWishAshke,645,1226,1,0,"RT @AliceDrori: @AlbertBourla @Israel This is a testimony of someone injured by the vaccine. There are tens of thousands more like him.
htt…"
LovePeace_786,0,6,0,0,"Israel needs another dose of that vaccine
#GazaUnderAttak https://t.co/gPof5ohKBB"
JewWishAshke,645,1226,1,0,"RT @DanielGinat: @AlbertBourla @Israel Don't belive this guy.
I'm from Israel and its all a big fraud.
They literrly control the mortality…"
RajaImranSohai2,3449,3717,18,0,"RT @kha9_94: Israel needs another dose of that vaccine!
#PakistanstandswithPalestine https://t.co/oHQ2p21oAa"
YouRAMoron3,656,1342,0,0,@Account01Backup @Reuters Israel. Another country &gt;50% vaccinated. No more Covid deaths. Millions of doses of vacci… https://t.co/IW0uBLVeXs
beyondracism,53,616,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
n8tvch1k,119,90,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
HSahib12,5666,6230,18,0,"RT @kha9_94: Israel needs another dose of that vaccine!
#PakistanstandswithPalestine https://t.co/oHQ2p21oAa"
valmacdonald121,451,464,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
Kbsaran29,145,177,0,0,"@RahulGandhi Israel se seekho kuchh modiji, sale aaram se vaccine chori kr rhe h, oxygen chori kr rhe h,"
JohnBro13002328,702,277,2,0,"RT @theweeflea: Call to Prayer – Ps 101, Augustine, Israel, Vaccine and Prayers https://t.co/pVIJfNcwzn"
LouiseM00531063,28,94,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
AnchorsLife,1505,4100,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
DiggityTexas,323,691,0,0,@rabiasquared I’d love to hear how Nick squares his support for Israel with the country mandating vaccine passports… https://t.co/FlJUMZmffX
radiosilznce,3779,3795,9,0,RT @alluringskull: The Beth Israel/Lahey Clinic in Cambridge (Davis Sq area) is now taking walk-ins 12+ for the PFIZER VACCINE!! Bring ID i…
alluringskull,449,1215,9,0,RT @alluringskull: The Beth Israel/Lahey Clinic in Cambridge (Davis Sq area) is now taking walk-ins 12+ for the PFIZER VACCINE!! Bring ID i…
DiggityTexas,323,691,0,0,"@NickAdamsinUSA Hey Nick, if you stand with Israel, then you endorse vaccine passports which the country mandates.… https://t.co/vamgY0s5N5"
pearllee22,1718,372,3,0,RT @Twentytwo13news: Prof Emeritus Datuk Mohamed Ghouse Nasuruddin says there must be a concerted and sincere effort to end decades-long vi…
Uranian39,738,1845,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
KoudijsHenk,32,2,0,0,"@LambertVanDutch kijk zelf waarom
https://t.co/xmH83h2ULe
https://t.co/er17C54WYC
https://t.co/KJCtN5r1H8… https://t.co/yJEdgqCrzq"
Zaidis95781541,1740,1987,18,0,"RT @kha9_94: Israel needs another dose of that vaccine!
#PakistanstandswithPalestine https://t.co/oHQ2p21oAa"
nishajaplus,84,90,0,0,ada sesiapa jumpa research mana mana yang mengatakan Israel terlibat dalam pembuatan vaccine tak? share kat saya pl… https://t.co/I8jQHekYrB
zueshan,1152,700,12,0,"RT @maanu_shareef: Israel, administering over 150,000 doses of vaccine a day in the dawn of the new year, leading the world in vaccine roll…"
libertynation,24660,1514,0,0,"#News https://t.co/kPy2t7O8uM is watching:

Bidens Calls to #Israel Push for Ceasefire

#California Keeping Mask Ma… https://t.co/nP91gXhg42"
MLam15,754,1548,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
kenmerrimanmd,599,1880,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
WaldemarKompaa,504,776,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
bmz9453,6227,1692,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Mhsn_Iqbal,988,1065,18,0,"RT @kha9_94: Israel needs another dose of that vaccine!
#PakistanstandswithPalestine https://t.co/oHQ2p21oAa"
Erika33319070,23,64,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
wakeupsleepers,240,302,14,0,RT @FreedomIsrael_: #COVID vaccination reports from #Israel https://t.co/jj7GqRm02f
yoomy,2549,836,12,0,"RT @maanu_shareef: Israel, administering over 150,000 doses of vaccine a day in the dawn of the new year, leading the world in vaccine roll…"
kasubo,816,982,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
balfralf,330,518,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
thegrumpypoof,246,717,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
ercm,829,3317,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
old_man_peabody,118,162,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Catkid_neo,513,4983,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
altafjan888,5935,6108,18,0,"RT @kha9_94: Israel needs another dose of that vaccine!
#PakistanstandswithPalestine https://t.co/oHQ2p21oAa"
SohailC99419864,1285,4482,18,0,"RT @kha9_94: Israel needs another dose of that vaccine!
#PakistanstandswithPalestine https://t.co/oHQ2p21oAa"
LearVama,62,96,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
LinnyAMcA,601,1642,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
KBMRAJ,225,1162,0,0,@SpiritKing11 @TheNationDunno @ANI https://t.co/nXIhdlrS5m
dev1ne1,636,375,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Rignak1,1,13,0,7,"@FrancoisMarqui9 @AntoineErrasti @zglorgy @GrablyR C'est marrant ce que vous dites, parce que les trois pays, au mo… https://t.co/BLb0xeA5rh"
Tweettore425,11,207,0,0,@ExploringLife42 @robbie_c_adams @DocJeffD Israel lifted their OUTDOOR mask mandate at 80% vaccination. They also h… https://t.co/bDbdajcft1
Tanzaniavariant,2,10,0,1,"@DanOfAmerica @OskahInnit So I'd say wait and see, ultimately. I think people do underestimate how bad a vaccine th… https://t.co/7VNQRhtKrl"
AyeshaK51186961,8,10,2,0,"RT @Abubakarjanjua5: Israel (Virus) needs another dose of that vaccine.
 #JoeBiden #IsraelTerrorists #Haryana https://t.co/LGNlB2ZW3a"
homelesman,26,13,0,0,"Israel pause its Pfizer vaccination program, after massive heart and other health issues developed in people, after… https://t.co/uHf1SRnolO"
WarriorPrince5s,589,545,1136,0,RT @damo_pelham3: Right now in Israel 16 year olds are not allowed to take exam until they have the experimental jab. No access to shopping…
beth651900,49,387,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Rana_N01,2639,2841,18,0,"RT @kha9_94: Israel needs another dose of that vaccine!
#PakistanstandswithPalestine https://t.co/oHQ2p21oAa"
Ayeaye4real,1559,1813,12,0,"RT @maanu_shareef: Israel, administering over 150,000 doses of vaccine a day in the dawn of the new year, leading the world in vaccine roll…"
menin5670,1278,1548,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
ariehkovler,85184,398,0,1,"@imbadatlife When Israel hit 45% of the population 2-dosed (and 55% 1-dosed), the virus basically disappeared with… https://t.co/Qnnjptka6q"
H_afiz8,19138,20360,18,0,"RT @kha9_94: Israel needs another dose of that vaccine!
#PakistanstandswithPalestine https://t.co/oHQ2p21oAa"
Chris_80F,822,1240,0,0,Bibi is such a nice guy 🤡 https://t.co/wkzl9GnYAw
BjarneBjarte,6,67,274,0,"RT @charlesbrew: Are There Studies of Vaccine vs. Natural Immunity from Covid?

Yes, there is one that covers the entire population of Isra…"
Ireland2020,3515,908,1,0,"RT @SherryBellamy14: World wide the cutoff for vaccine deaths used to be about 25 before they pulled it 

Israel ministry of health reassur…"
Mr_Sakhi_,214,292,18,0,"RT @kha9_94: Israel needs another dose of that vaccine!
#PakistanstandswithPalestine https://t.co/oHQ2p21oAa"
AviHein,3494,2645,2,0,RT @yaakovkatz: Remember corona and @netanyahu's statement that he was in talks with @pfizer to open a plant in Israel? Apparently not goin…
Callipygian0,31,477,0,1,@KarenWirtz @imbadatlife I’m not sure if it’s still the case but Israel did have vaccine passports for entering mos… https://t.co/kzBW9AiNiY
babar_mbh,740,704,18,0,"RT @kha9_94: Israel needs another dose of that vaccine!
#PakistanstandswithPalestine https://t.co/oHQ2p21oAa"
Praveeeee1,0,8,0,0,@Zahi101Islam @skoushik351 @FurziTotal @PravinSawhney @DrSJaishankar @BJP4India Yes we need that vaccines urgently.… https://t.co/DVzQHiKak7
Aphemia66,1905,2908,77,0,RT @danyaqato: What do the apologists for Israel's racist vaccine rollout have to say? We asked you then and will ask you now: why did you…
PanzerThiefZer0,113,996,97,0,"RT @tchbastard: Scott Morrison is a Fukwit.
Israel is a terrorist state.
The vaccine rollout is a mess.
Life sucks for too many of us! Agre…"
